posicao_ranking;id_regra;score_lado_max;score_oposto_min;perda_minima;persistencia_s;mfe_maximo;modo_fluxo;exigir_rompimento_contrario;conjunto_treino;qtd_trades_treino;disparos_treino;taxa_disparo_pct_treino;resultado_real_total_treino;resultado_sombra_total_treino;impacto_liquido_treino;impacto_medio_trade_treino;losses_salvos_treino;gains_prejudicados_treino;protegidos_prejudicados_treino;timeouts_melhorados_treino;score_lado_max_treino;score_oposto_min_treino;perda_minima_treino;persistencia_s_treino;mfe_maximo_treino;modo_fluxo_treino;exigir_rompimento_contrario_treino;conjunto_validacao;qtd_trades_validacao;disparos_validacao;taxa_disparo_pct_validacao;resultado_real_total_validacao;resultado_sombra_total_validacao;impacto_liquido_validacao;impacto_medio_trade_validacao;losses_salvos_validacao;gains_prejudicados_validacao;protegidos_prejudicados_validacao;timeouts_melhorados_validacao;score_lado_max_validacao;score_oposto_min_validacao;perda_minima_validacao;persistencia_s_validacao;mfe_maximo_validacao;modo_fluxo_validacao;exigir_rompimento_contrario_validacao;validacao_positiva;impacto_conservador
63;22;20;70;300;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;5;0;0;0;20;70;300;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;300;5;500,0;SOMENTE_SCORES;True;True;975,0
64;30;20;70;300;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;5;0;0;0;20;70;300;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;300;8;500,0;SOMENTE_SCORES;True;True;975,0
65;38;20;70;500;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;500;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;500;2;500,0;SOMENTE_SCORES;True;True;975,0
66;46;20;70;500;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;500;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;500;3;500,0;SOMENTE_SCORES;True;True;975,0
67;54;20;70;500;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;500;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;500;5;500,0;SOMENTE_SCORES;True;True;975,0
68;62;20;70;500;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;500;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;500;8;500,0;SOMENTE_SCORES;True;True;975,0
69;70;20;70;700;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;700;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;700;2;500,0;SOMENTE_SCORES;True;True;975,0
70;78;20;70;700;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;700;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;700;3;500,0;SOMENTE_SCORES;True;True;975,0
71;86;20;70;700;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;700;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;700;5;500,0;SOMENTE_SCORES;True;True;975,0
72;94;20;70;700;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;700;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;700;8;500,0;SOMENTE_SCORES;True;True;975,0
73;102;20;70;900;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;900;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;900;2;500,0;SOMENTE_SCORES;True;True;975,0
74;110;20;70;900;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;900;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;900;3;500,0;SOMENTE_SCORES;True;True;975,0
75;118;20;70;900;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;900;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;900;5;500,0;SOMENTE_SCORES;True;True;975,0
76;126;20;70;900;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;20;70;900;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;20;70;900;8;500,0;SOMENTE_SCORES;True;True;975,0
77;550;30;70;500;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;500;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;500;2;500,0;SOMENTE_SCORES;True;True;975,0
78;558;30;70;500;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;500;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;500;3;500,0;SOMENTE_SCORES;True;True;975,0
79;566;30;70;500;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;500;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;500;5;500,0;SOMENTE_SCORES;True;True;975,0
80;574;30;70;500;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;500;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;500;8;500,0;SOMENTE_SCORES;True;True;975,0
81;582;30;70;700;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;700;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;700;2;500,0;SOMENTE_SCORES;True;True;975,0
82;590;30;70;700;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;700;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;700;3;500,0;SOMENTE_SCORES;True;True;975,0
83;598;30;70;700;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;700;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;700;5;500,0;SOMENTE_SCORES;True;True;975,0
84;606;30;70;700;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;700;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;700;8;500,0;SOMENTE_SCORES;True;True;975,0
85;614;30;70;900;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;900;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;900;2;500,0;SOMENTE_SCORES;True;True;975,0
86;622;30;70;900;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;900;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;900;3;500,0;SOMENTE_SCORES;True;True;975,0
87;630;30;70;900;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;900;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;900;5;500,0;SOMENTE_SCORES;True;True;975,0
88;638;30;70;900;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;30;70;900;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;70;900;8;500,0;SOMENTE_SCORES;True;True;975,0
89;1062;40;70;500;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;500;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;500;2;500,0;SOMENTE_SCORES;True;True;975,0
90;1070;40;70;500;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;500;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;500;3;500,0;SOMENTE_SCORES;True;True;975,0
91;1078;40;70;500;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;500;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;500;5;500,0;SOMENTE_SCORES;True;True;975,0
92;1086;40;70;500;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;500;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;500;8;500,0;SOMENTE_SCORES;True;True;975,0
93;1094;40;70;700;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;700;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;700;2;500,0;SOMENTE_SCORES;True;True;975,0
94;1102;40;70;700;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;700;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;700;3;500,0;SOMENTE_SCORES;True;True;975,0
95;1110;40;70;700;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;700;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;700;5;500,0;SOMENTE_SCORES;True;True;975,0
96;1118;40;70;700;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;700;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;700;8;500,0;SOMENTE_SCORES;True;True;975,0
97;1126;40;70;900;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;900;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;900;2;500,0;SOMENTE_SCORES;True;True;975,0
98;1134;40;70;900;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;900;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;900;3;500,0;SOMENTE_SCORES;True;True;975,0
99;1142;40;70;900;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;900;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;900;5;500,0;SOMENTE_SCORES;True;True;975,0
100;1150;40;70;900;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;40;70;900;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;70;900;8;500,0;SOMENTE_SCORES;True;True;975,0
101;1574;50;70;500;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;500;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;500;2;500,0;SOMENTE_SCORES;True;True;975,0
102;1582;50;70;500;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;500;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;500;3;500,0;SOMENTE_SCORES;True;True;975,0
103;1590;50;70;500;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;500;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;500;5;500,0;SOMENTE_SCORES;True;True;975,0
104;1598;50;70;500;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;500;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;500;8;500,0;SOMENTE_SCORES;True;True;975,0
105;1606;50;70;700;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;700;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;700;2;500,0;SOMENTE_SCORES;True;True;975,0
106;1614;50;70;700;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;700;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;700;3;500,0;SOMENTE_SCORES;True;True;975,0
107;1622;50;70;700;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;700;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;700;5;500,0;SOMENTE_SCORES;True;True;975,0
108;1630;50;70;700;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;700;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;700;8;500,0;SOMENTE_SCORES;True;True;975,0
109;1638;50;70;900;2;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;900;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;900;2;500,0;SOMENTE_SCORES;True;True;975,0
110;1646;50;70;900;3;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;900;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;900;3;500,0;SOMENTE_SCORES;True;True;975,0
111;1654;50;70;900;5;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;900;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;900;5;500,0;SOMENTE_SCORES;True;True;975,0
112;1662;50;70;900;8;500,0;SOMENTE_SCORES;True;TREINO;42;5;11,904761904761905;-19900,0;-14675,0;5225,0;124,4047619047619;5;0;0;0;50;70;900;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;70;900;8;500,0;SOMENTE_SCORES;True;True;975,0
113;642;30;80;300;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;2;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;2;;SOMENTE_SCORES;True;True;975,0
114;646;30;80;300;2;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;2;500,0;SOMENTE_SCORES;True;True;975,0
115;650;30;80;300;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;3;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;3;;SOMENTE_SCORES;True;True;975,0
116;654;30;80;300;3;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;3;500,0;SOMENTE_SCORES;True;True;975,0
117;658;30;80;300;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;5;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;5;;SOMENTE_SCORES;True;True;975,0
118;662;30;80;300;5;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;5;500,0;SOMENTE_SCORES;True;True;975,0
119;666;30;80;300;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;8;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;8;;SOMENTE_SCORES;True;True;975,0
120;670;30;80;300;8;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;30;80;300;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;30;80;300;8;500,0;SOMENTE_SCORES;True;True;975,0
121;1154;40;80;300;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;2;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;2;;SOMENTE_SCORES;True;True;975,0
122;1158;40;80;300;2;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;2;500,0;SOMENTE_SCORES;True;True;975,0
123;1162;40;80;300;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;3;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;3;;SOMENTE_SCORES;True;True;975,0
124;1166;40;80;300;3;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;3;500,0;SOMENTE_SCORES;True;True;975,0
125;1170;40;80;300;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;5;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;5;;SOMENTE_SCORES;True;True;975,0
126;1174;40;80;300;5;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;5;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;5;500,0;SOMENTE_SCORES;True;True;975,0
127;1178;40;80;300;8;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;8;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;8;;SOMENTE_SCORES;True;True;975,0
128;1182;40;80;300;8;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;40;80;300;8;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;40;80;300;8;500,0;SOMENTE_SCORES;True;True;975,0
129;1666;50;80;300;2;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;50;80;300;2;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;80;300;2;;SOMENTE_SCORES;True;True;975,0
130;1670;50;80;300;2;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;50;80;300;2;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;80;300;2;500,0;SOMENTE_SCORES;True;True;975,0
131;1674;50;80;300;3;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;50;80;300;3;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;80;300;3;;SOMENTE_SCORES;True;True;975,0
132;1678;50;80;300;3;500,0;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;50;80;300;3;500,0;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;80;300;3;500,0;SOMENTE_SCORES;True;True;975,0
133;1682;50;80;300;5;;SOMENTE_SCORES;True;TREINO;42;6;14,285714285714286;-19900,0;-15100,0;4800,0;114,28571428571429;4;1;1;0;50;80;300;5;;SOMENTE_SCORES;True;VALIDACAO;19;1;5,2631578947368425;6000,0;6975,0;975,0;51,31578947368421;1;0;0;0;50;80;300;5;;SOMENTE_SCORES;True;True;975,0
