motivo;quantidade;percentual
aceleração insuficiente -0.9877 | sem rompimento confirmado -5.50 | sem continuidade -3.00 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente -84.0 | saldo30 insuficiente -85.0 | sem rompimento confirmado -6.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.5321 | sem rompimento confirmado -6.50 | sem continuidade -0.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 67 < 72;1;0,01
vel15 insuficiente 0.0167 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
delta30 insuficiente 18.0 | aceleração insuficiente -0.8350 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 68 < 72;1;0,01
delta30 insuficiente 11.0 | aceleração insuficiente -0.1526 | sem rompimento confirmado -3.50 | sem continuidade -2.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.4325 | sem rompimento confirmado -1.00 | sem continuidade -0.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.8846 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.6077 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 15.0 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 68 < 72;1;0,01
sem rompimento confirmado -4.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.5391 | sem rompimento confirmado -5.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente 18.0 | vel15 insuficiente 0.0167 | sem rompimento confirmado -4.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 64 < 72;1;0,01
delta30 insuficiente -22.0 | saldo30 insuficiente -21.0 | sem rompimento confirmado -5.00 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -0.5714 | sem rompimento confirmado -4.50 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -35.0 | saldo30 insuficiente -35.0 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente -0.1845 | sem rompimento confirmado -4.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.0875 | sem rompimento confirmado -8.25 | sem continuidade -7.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.4853 | sem rompimento confirmado -9.00 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.1758 | sem rompimento confirmado -1.25 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.1023 | sem rompimento confirmado -2.50 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.3024 | sem rompimento confirmado -7.25 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.4280 | sem rompimento confirmado -4.25 | sem continuidade -0.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.3000 | sem rompimento confirmado -8.50 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente -0.1667 | aceleração insuficiente -0.3201 | sem rompimento confirmado -9.75 | sem continuidade -6.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 14.0 | sem rompimento confirmado -5.75 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1674 | sem rompimento confirmado -8.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1833 | aceleração insuficiente -0.7542 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1007 | sem rompimento confirmado -6.50 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1708 | sem rompimento confirmado -5.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0502 | aceleração insuficiente -1.0373 | sem rompimento confirmado -10.00 | sem continuidade -5.75 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -1.3103 | sem rompimento confirmado -5.50 | sem continuidade -5.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0167 | aceleração insuficiente -0.0506 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.1112 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.1332 | sem rompimento confirmado -5.00 | sem continuidade -3.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2444 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -19.0 | saldo30 insuficiente -18.0 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -9.0 | saldo30 insuficiente -10.0 | aceleração insuficiente -0.8613 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 11.0 | vel15 insuficiente -0.4867 | sem rompimento confirmado -14.00 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente 15.0 | aceleração insuficiente -0.4593 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -16.0 | saldo30 insuficiente -17.0 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0847 | aceleração insuficiente -1.2700 | sem rompimento confirmado -12.25 | sem continuidade -3.00 | hard-gate DNA incompleto | score 66 < 72;1;0,01
vel15 insuficiente -0.1336 | aceleração insuficiente -0.1756 | sem rompimento confirmado -6.25 | sem continuidade -0.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.2862 | sem rompimento confirmado -3.75 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 16.0 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0332 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.7924 | sem rompimento confirmado -3.25 | sem continuidade -2.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0840 | aceleração insuficiente -1.3440 | sem rompimento confirmado -5.00 | sem continuidade -1.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.3810 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.3917 | sem rompimento confirmado -8.00 | sem continuidade -1.25 | hard-gate DNA incompleto | score 67 < 72;1;0,01
aceleração insuficiente -0.9774 | sem rompimento confirmado -3.00 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.3500 | sem rompimento confirmado -6.50 | sem continuidade -1.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.3950 | sem rompimento confirmado -1.75 | sem continuidade -2.00 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.4797 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.2129 | sem rompimento confirmado -4.00 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0167 | sem rompimento confirmado -2.25 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1683 | aceleração insuficiente -0.7845 | sem rompimento confirmado -5.25 | sem continuidade -1.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 18.0 | sem rompimento confirmado -1.75 | sem continuidade -0.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 3.0 | saldo30 insuficiente 4.0 | sem rompimento confirmado -1.25 | sem continuidade 0.00 | hard-gate DNA incompleto | score 64 < 72;1;0,01
aceleração insuficiente -0.4604 | sem rompimento confirmado -6.00 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
aceleração insuficiente -0.2337 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.9625 | sem rompimento confirmado -4.75 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1508 | sem rompimento confirmado -3.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.5634 | sem rompimento confirmado -3.25 | sem continuidade -2.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.2834 | aceleração insuficiente -1.0699 | sem rompimento confirmado -6.25 | hard-gate DNA incompleto | score 64 < 72;1;0,01
aceleração insuficiente -1.2361 | sem rompimento confirmado -5.50 | sem continuidade -0.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.4214 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -34.25 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -51.50 | sem continuidade -0.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente -4.0 | saldo30 insuficiente -5.0 | aceleração insuficiente -0.7244 | hard-gate DNA incompleto | score 66 < 72;1;0,01
vel15 insuficiente -0.1338 | sem rompimento confirmado -6.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.9283 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.6491 | sem rompimento confirmado -10.25 | sem continuidade -5.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0168 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.3032 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.3256 | sem rompimento confirmado -3.00 | sem continuidade -0.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1858 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.1235 | sem rompimento confirmado -3.75 | sem continuidade -2.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
vel15 insuficiente 0.0000 | sem rompimento confirmado -3.25 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
sem rompimento confirmado -3.25 | sem continuidade -1.25 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
sem rompimento confirmado -0.25 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.7339 | sem rompimento confirmado -6.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0833 | sem rompimento confirmado -6.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.2167 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.7522 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.5551 | sem rompimento confirmado -8.25 | sem continuidade -1.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 14.0 | aceleração insuficiente -0.2617 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.4027 | sem rompimento confirmado -2.25 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.1294 | sem rompimento confirmado -3.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -35.0 | saldo30 insuficiente -35.0 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -10.0 | saldo30 insuficiente -10.0 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -0.3033 | sem rompimento confirmado -4.25 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.8320 | sem rompimento confirmado -4.75 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -41.0 | saldo30 insuficiente -41.0 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 11.0 | aceleração insuficiente -0.1581 | sem rompimento confirmado -2.25 | sem continuidade -2.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.4042 | sem rompimento confirmado -2.75 | sem continuidade -0.25 | hard-gate DNA incompleto | score 65 < 72;1;0,01
vel15 insuficiente -0.0671 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 18.0 | vel15 insuficiente 0.0172 | sem rompimento confirmado -1.25 | sem continuidade -0.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.6787 | sem rompimento confirmado -1.50 | sem continuidade -0.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente 19.0 | aceleração insuficiente -0.4510 | sem rompimento confirmado -7.75 | sem continuidade -1.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.4928 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0334 | aceleração insuficiente -0.1101 | sem rompimento confirmado -2.00 | sem continuidade -0.75 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -0.8089 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.7365 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente 15.0 | vel15 insuficiente -0.1001 | sem rompimento confirmado -9.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.3539 | sem rompimento confirmado -3.50 | sem continuidade -0.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.2025 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.2181 | aceleração insuficiente -0.7394 | sem rompimento confirmado -6.00 | sem continuidade -3.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.7607 | sem rompimento confirmado -5.25 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.1006 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1347 | sem rompimento confirmado -2.25 | sem continuidade -1.25 | hard-gate DNA incompleto | score 68 < 72;1;0,01
aceleração insuficiente -0.3894 | sem rompimento confirmado -1.25 | sem continuidade -0.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
sem rompimento confirmado -0.25 | sem continuidade -0.25 | hard-gate DNA incompleto | score 69 < 72;1;0,01
aceleração insuficiente -0.2526 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.5021 | sem rompimento confirmado -7.75 | sem continuidade -0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.8296 | sem rompimento confirmado -3.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.3395 | sem rompimento confirmado -2.25 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.9340 | sem rompimento confirmado -5.00 | sem continuidade -2.25 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 14.0 | aceleração insuficiente -0.0750 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.6227 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -4.5057 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente -2.0 | saldo30 insuficiente -3.0 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 70 < 72;1;0,01
aceleração insuficiente -0.0081 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.1416 | sem rompimento confirmado -3.25 | sem continuidade -2.25 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -9.75 | sem continuidade -9.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -7.0560 | sem rompimento confirmado -5.25 | sem continuidade -3.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.1268 | sem rompimento confirmado -1.50 | sem continuidade -1.50 | hard-gate DNA incompleto | score 63 < 72;1;0,01
delta30 insuficiente -108.0 | saldo30 insuficiente -21.0 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.0216 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 68 < 72;1;0,01
delta30 insuficiente -3.0 | saldo30 insuficiente -4.0 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.5571 | sem rompimento confirmado -0.75 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0167 | sem rompimento confirmado 0.00 | sem continuidade 0.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0193 | aceleração insuficiente -0.0646 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto | score 68 < 72;1;0,01
aceleração insuficiente -0.0748 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto | score 67 < 72;1;0,01
sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 1.0 | saldo30 insuficiente 0.0 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente 3.0 | saldo30 insuficiente 4.0 | sem continuidade 0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2433 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 5.0 | saldo30 insuficiente 6.0 | aceleração insuficiente -0.9459 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente 3.0 | saldo30 insuficiente 4.0 | hard-gate DNA incompleto | score 71 < 72;1;0,01
sem rompimento confirmado -1.75 | sem continuidade -1.50 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente -24.0 | saldo30 insuficiente -25.0 | aceleração insuficiente -0.2049 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -1.0 | saldo30 insuficiente 1.0 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 7.0 | saldo30 insuficiente 8.0 | aceleração insuficiente -0.0742 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente 14.0 | aceleração insuficiente -0.7010 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 67 < 72;1;0,01
aceleração insuficiente -0.8684 | sem rompimento confirmado -2.00 | sem continuidade -0.00 | hard-gate DNA incompleto | score 69 < 72;1;0,01
aceleração insuficiente -0.9577 | sem rompimento confirmado -12.75 | hard-gate DNA incompleto;1;0,01
